CID,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
15037,0,40,0,0,0,6,0,0,0,46,0,0,0,31,49,0,0,0,0,0,0
15037,0,15,0,0,0,0,49,0,0,21,40,48,55,61,0,13,0,0,0,0,92
15037,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
15037,0,66,28,70,80,0,0,0,0,0,0,0,68,50,0,0,0,0,12,90,0
15037,54,34,0,16,0,0,15,42,0,40,29,52,0,33,0,29,0,15,26,0,43
15037,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15037,0,39,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,36,0
15037,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
15037,7,39,0,4,0,0,0,0,7,9,0,17,0,0,0,0,0,0,0,0,33
15037,11,0,0,0,0,0,0,0,0,18,24,0,0,10,4,0,8,0,0,0,0
15037,13,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15037,0,29,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,38
15037,38,20,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,25,0,33
15037,60,54,0,0,0,0,0,0,82,47,0,30,0,92,0,0,0,0,100,0,0
15037,67,66,0,59,100,0,0,0,8,10,0,0,0,4,0,5,0,0,18,5,3
15037,29,31,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,100,17,0
15037,7,15,0,0,0,52,11,24,0,0,92,38,16,0,0,90,0,0,0,0,0
15037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
15037,0,33,0,0,0,0,0,0,3,14,4,3,4,6,5,0,8,6,7,0,10
15037,0,9,0,0,0,0,0,0,94,0,0,0,0,0,54,20,13,0,0,0,0
15037,0,8,0,0,0,24,0,0,0,82,0,79,45,72,0,48,0,0,0,0,52
15037,5,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,63
15037,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15037,74,35,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,0,0,52
15037,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
15037,70,10,0,0,0,0,0,0,0,0,0,59,0,0,0,29,7,0,0,0,55
15037,0,0,0,0,0,44,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
15037,37,48,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0
15037,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15037,86,30,0,0,0,0,5,2,0,0,25,0,0,58,14,0,62,0,100,0,0
15037,0,5,0,0,0,0,0,0,1,1,1,12,13,1,1,1,22,0,0,1,34
15037,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
15037,37,6,0,0,0,14,0,0,0,24,0,14,0,47,81,63,0,0,0,0,0
15037,0,40,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
15037,0,56,20,21,21,6,9,7,24,23,18,26,5,6,18,23,9,12,22,6,20
15037,97,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
15037,20,0,0,0,0,0,0,43,0,0,0,0,21,0,0,33,0,0,0,0,0
15037,21,23,0,0,0,0,0,0,0,0,7,6,0,4,0,2,0,0,0,0,0
15380,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0
15380,58,20,0,0,0,0,0,0,0,0,0,0,0,87,13,3,7,0,0,0,0
15380,0,30,0,38,31,0,0,37,0,0,0,5,0,0,0,0,0,48,0,40,42
15380,7,93,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,0,24,0,0,0,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,0,45,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,19,16,0,0,0,0,0,0,0,69,0,0,0,39,0,0,23,0,0,0,0
15380,86,55,0,0,0,0,0,0,0,0,0,38,0,0,0,20,0,0,0,0,0
15380,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0
15380,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,94,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,33,0,0,0,73
15380,0,33,6,0,0,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0
15380,33,57,0,0,0,0,100,34,0,56,76,0,100,100,66,0,0,0,0,0,0
15380,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
15380,0,32,0,0,0,0,34,0,0,0,31,7,14,0,0,0,4,0,0,0,0
15380,0,31,0,0,0,16,49,61,21,21,32,41,0,0,0,0,0,0,0,0,42
15380,23,60,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,34,55,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,0,15,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,35,45,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0
15380,27,0,0,0,0,0,0,0,0,79,27,0,7,55,47,0,35,0,0,0,0
15380,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,74
15380,3,35,0,0,0,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
15380,58,29,0,0,0,0,0,16,0,10,0,0,0,0,23,0,0,0,0,0,0
15380,38,6,0,0,0,100,100,0,0,69,0,72,0,100,92,24,92,41,50,0,100
15380,41,0,0,0,0,49,12,0,0,75,0,32,0,38,11,66,70,0,0,0,0
15380,7,5,0,0,0,0,99,0,0,16,0,0,0,0,0,0,0,0,0,0,11
15380,17,9,0,0,0,0,0,49,0,0,0,47,0,0,0,100,60,0,0,0,0
15380,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,0,48,0,0,0,0,0,0,0,9,0,0,0,7,6,0,0,0,0,0,0
15380,0,90,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,21,0,0,0
15380,0,81,0,0,0,0,0,0,0,0,0,23,0,0,0,63,0,0,0,0,15
15380,0,1,0,0,0,0,0,0,0,78,0,84,82,0,0,100,0,0,0,0,100
15380,28,27,0,0,0,0,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,5,18,0,0,0,0,53,57,61,62,0,0,0,0,0,0,0,0,0,0,0
15380,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
15380,4,8,0,0,0,0,0,0,0,0,0,25,0,0,0,16,0,0,0,0,54
15380,82,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,62,0,0,0,0
15380,19,21,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,9,0,19
15380,0,1,0,0,0,0,0,67,0,36,63,60,0,53,71,0,0,0,0,0,50
15380,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,0,100,0,0,0,0
15380,0,39,4,0,0,0,26,15,6,0,5,0,21,0,0,0,7,0,0,0,58
15380,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
15380,24,13,0,0,0,0,0,0,0,45,25,78,0,27,0,35,0,0,0,0,0
15380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,56,0,0,0,0
15380,48,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
15380,13,25,0,0,0,23,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0
15380,35,3,0,0,0,71,86,0,57,0,0,0,0,0,0,0,0,0,0,0,0
15380,8,54,0,0,0,0,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,88,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
15510,100,10,0,0,0,35,12,0,0,0,0,16,0,0,0,0,0,0,0,0,29
15510,83,7,0,0,0,50,35,0,0,0,0,33,46,0,0,0,0,0,0,0,42
15510,93,4,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,83,74,0,0,0,0,0,0,0,18,15,0,14,39,45,42,0,28,0,0,10
15510,10,19,0,0,0,0,0,0,0,100,0,0,0,0,0,45,0,0,0,0,0
15510,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
15510,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,99,0,0,0,0,0,100,0,0,20,0,0,0,100,0,0,0,48,0,0,0
15510,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
15510,100,0,0,0,0,0,0,0,0,0,0,28,0,35,0,0,0,0,0,0,97
15510,79,4,0,0,0,0,17,0,0,0,47,0,0,0,0,0,0,0,0,0,0
15510,98,0,0,0,0,40,100,63,0,100,79,0,100,78,100,0,0,0,0,0,0
15510,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
15510,79,60,44,14,0,0,93,14,0,0,25,0,44,0,0,0,0,0,0,0,0
15510,68,16,0,0,0,0,0,0,0,0,42,9,0,35,19,13,16,39,12,0,36
15510,69,51,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,90,20,0,0,0,0,80,34,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,63,0,0,0,0,0,61,65,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,72,29,0,0,0,0,12,12,0,12,0,0,0,0,14,0,0,0,0,0,0
15510,57,0,0,0,0,0,4,5,0,100,0,0,0,0,0,0,0,0,0,0,0
15510,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
15510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
15510,78,16,0,0,0,0,55,79,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,97,59,21,0,0,5,97,89,0,72,28,37,0,86,0,0,0,0,0,0,52
15510,78,8,0,0,0,29,63,19,0,0,4,0,34,0,0,0,3,0,0,0,0
15510,64,0,0,0,0,0,100,0,0,0,100,57,0,87,41,79,45,0,0,0,54
15510,89,8,0,0,0,0,73,71,0,0,0,0,62,0,0,91,0,0,0,0,0
15510,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,73,83,0,0,0,100,58,35,0,36,5,23,100,0,0,0,0,0,0,0,0
15510,69,0,0,0,0,0,100,0,0,0,41,0,0,0,0,0,0,0,0,0,0
15510,100,9,0,0,0,0,78,26,0,22,0,0,0,0,0,0,0,0,13,0,0
15510,100,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,96,47,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0
15510,87,0,0,0,0,0,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0
15510,62,0,0,0,0,0,0,0,0,0,0,52,0,0,0,39,10,0,0,0,65
15510,100,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,59,0,0,0,0
15510,81,51,0,17,0,0,0,3,0,4,10,0,0,0,0,0,0,3,0,0,0
15510,80,18,0,0,0,0,0,0,0,40,26,37,0,55,69,0,0,0,0,0,55
15510,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15510,64,2,0,0,0,0,0,0,0,65,15,26,69,22,10,8,93,0,0,0,90
15510,90,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,83,40,0,0,0,0,100,27,0,0,0,0,0,0,0,0,21,0,0,0,0
15510,59,11,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0
15510,61,51,1,1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1,1,1
15510,65,26,0,0,0,52,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
15510,69,0,0,0,0,92,94,0,0,100,0,0,0,0,0,0,53,0,0,0,0
15510,96,60,0,0,0,0,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0
15717,46,17,0,0,0,0,0,0,0,54,0,0,0,56,0,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,10,100,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,6,4,0,0,0,0,0,0,0,44,0,0,0,34,0,0,29,0,0,0,0
15717,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
15717,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,57
15717,0,20,53,0,0,0,76,51,0,18,62,0,96,0,0,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,29,0,18,0,7,8,0,0,9,0,12,0,0,0,12,12,0,0,0,9
15717,54,15,0,0,0,0,0,0,0,8,15,0,0,0,0,83,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,91,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,28,0,0,0,0,0,0,0,7,0,0,0,4,22,20,0,0,0,0,5
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15717,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15717,0,23,0,0,0,0,0,0,0,0,0,0,0,22,0,55,0,0,0,0,0
15717,76,0,0,0,0,0,49,25,0,56,24,0,0,41,43,61,0,0,25,0,53
15717,0,37,6,6,0,0,0,0,0,0,0,0,21,4,9,28,0,0,0,0,35
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,28,0,0,34,0,0,0,0,0,0,35,87,0,0,0,0,0,94,57,0
15717,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,35,0,45,47,0,0,0,0,0,0,0,72,0,0,0,0,0,0,56,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,6,0,0,0,0,0,0,0,0,56,0,18,13,10,11,0,9,0,0,0,0
15717,0,38,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,65,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,24,26,0,0
15717,0,78,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,64,52
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
15717,8,17,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15717,0,40,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0
16255,0,84,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,21,14,0,0,0,10,2,2,0,1,0,3,0,52,0,4,1,0,0,0,13
16255,22,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
16255,0,89,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
16255,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11
16255,0,45,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
16255,0,88,0,27,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,26
16255,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
16255,0,40,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0
16255,0,49,0,2,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,20
16255,0,96,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,57,47,0,67,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,11,12,0,0,0,0,64,0,0,40,60,0,76,0,0,0,68,0,0,63,75
16255,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16255,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16255,0,16,0,60,0,0,9,35,8,0,0,0,23,0,0,0,0,0,0,7,25
16255,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
16255,0,41,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,67,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,2,41,0,14,0,0,0,0,33,0,0,0,0,22,0,0,0,0,0,8,38
16255,100,21,0,16,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17
16255,17,54,0,54,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
16255,59,53,0,0,0,0,0,0,0,0,32,0,0,12,0,0,0,21,0,0,0
16255,77,41,0,0,0,0,46,27,0,76,0,20,0,60,0,13,0,28,0,10,43
16255,36,45,0,14,0,0,0,0,0,0,0,0,12,5,0,0,0,94,0,0,0
16255,10,71,0,0,0,0,0,0,27,0,0,0,28,0,0,24,0,0,0,11,50
16255,0,26,0,0,0,45,12,0,0,0,0,0,0,29,70,0,0,0,0,0,0
16255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
16255,0,55,0,0,0,0,0,0,6,0,0,5,3,0,0,4,0,0,0,0,76
16255,0,63,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,54
16255,69,3,0,0,0,0,12,0,0,5,73,80,0,0,0,22,0,0,0,0,0
16255,0,44,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,100,0
16255,40,41,0,44,33,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
16255,0,90,0,53,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,70,5
16255,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46
16255,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,2,87,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
16255,0,84,0,38,78,0,0,77,0,0,0,0,58,0,0,0,0,0,55,73,0
16255,0,63,0,42,41,0,0,0,0,0,0,0,28,0,0,0,0,0,9,62,0
16255,0,60,0,6,14,0,0,3,10,0,0,0,14,0,0,0,5,0,0,20,39
16255,0,60,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
16255,12,23,0,33,0,25,0,0,0,42,0,32,0,29,62,0,31,0,0,0,0
16255,0,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,0,49,1,1,1,1,1,1,1,1,1,0,1,1,1,10,1,1,1,1,1
16255,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
16255,0,20,0,0,0,0,0,22,50,14,0,0,0,0,0,0,0,0,0,0,0
16255,8,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16324,0,3,0,0,0,0,0,0,0,77,0,0,0,84,71,0,75,0,0,0,0
16324,35,44,0,57,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
16324,0,31,0,0,0,0,0,0,0,14,0,0,54,71,41,0,0,0,0,0,0
16324,12,91,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,76,65,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,0,42,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
16324,77,100,0,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,13,13,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
16324,95,49,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,38,0,0
16324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
16324,84,33,0,0,29,0,0,0,0,0,0,8,0,0,0,45,0,0,0,0,45
16324,25,23,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
16324,92,15,0,0,0,31,18,0,0,78,41,0,70,27,58,0,0,0,0,0,0
16324,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
16324,56,24,0,34,32,0,0,0,43,22,0,26,0,7,0,0,0,0,0,26,14
16324,78,10,0,0,0,0,0,0,0,24,65,21,0,0,35,0,9,20,6,15,0
16324,74,1,0,0,0,0,0,0,0,100,0,0,0,100,100,6,9,0,0,0,0
16324,68,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
16324,0,28,0,0,0,0,0,0,41,0,0,29,0,0,0,0,0,0,0,0,0
16324,53,43,0,0,0,0,6,0,0,19,0,0,0,14,6,0,0,0,0,0,15
16324,0,0,0,0,0,0,0,0,0,96,66,0,9,33,58,0,23,0,0,0,0
16324,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0
16324,0,12,0,0,0,0,0,0,12,0,0,0,0,0,16,0,31,0,0,0,0
16324,62,35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
16324,90,29,0,0,0,26,90,34,0,0,75,0,32,84,30,0,29,19,53,0,86
16324,38,14,0,14,0,20,12,19,0,25,0,15,3,27,11,29,40,0,0,0,0
16324,36,0,0,0,0,0,0,0,0,0,0,7,0,86,74,100,44,0,0,0,0
16324,0,25,0,29,97,0,0,0,36,0,0,0,0,0,0,0,93,0,0,22,0
16324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
16324,0,0,0,0,0,0,0,0,14,93,0,34,8,87,88,68,100,0,0,0,46
16324,100,0,0,0,0,0,0,0,100,40,0,0,0,0,0,0,0,0,0,0,0
16324,84,31,0,0,0,0,0,0,0,19,0,0,0,68,0,0,0,0,0,0,15
16324,69,10,0,0,0,0,43,0,0,100,0,0,0,0,0,0,0,0,0,0,0
16324,0,41,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0
16324,37,39,0,42,30,0,0,0,54,0,0,0,0,0,0,0,0,0,0,4,0
16324,61,24,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,0,29,0,0,0,0,0,0,0,0,7,17,0,0,0,5,0,0,0,0,33
16324,81,90,0,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,16,40,19,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
16324,79,7,0,0,0,0,0,0,0,29,0,27,45,55,0,0,0,0,0,0,61
16324,92,0,0,0,0,0,0,0,0,97,0,0,0,100,100,0,0,0,0,0,0
16324,65,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,19,0,0,0,70
16324,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56,0,0,0,0
16324,4,11,0,42,0,0,0,0,0,62,0,27,0,0,39,73,0,0,0,0,0
16324,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,48
16324,81,51,1,1,1,1,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1
16324,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
16324,0,4,0,0,0,0,0,0,0,59,0,0,0,68,70,0,0,0,0,0,0
